name,amenity,building,office,operator,operator.type,ownership,access,highway,waterway,surface,smoothness,tracktype,bridge,tunnel,ford,osm_id,source_url,exclusion_reason
"Dewan Perjumpaan Saksi-Saksi Yehuwa, Kota Marudu",place_of_worship,,,,,,,,,,,,,,,node/4348720800,https://www.openstreetmap.org/node/4348720800,Explicit religious/commercial/private facility; outside the public/civic shortlist
