source_row,state,district,fds_name,latitude_raw,longitude_raw,team,mode,named_kk,reported_kk_distance_km,fds_id,latitude,longitude,coordinate_precision_review,valid_coordinates,kk_key,kk_id,match_method,kk_name,latitude_kk,longitude_kk,valid_coordinates_kk,nearest_nadi_id,nearest_nadi_name,nadi_longitude,nadi_latitude,nearest_nadi_km,nearest_nadi_status,distance_band_original_1_3km,distance_band,nadi_within_5km,nadi_within_10km,nearest_open_nadi_id,nearest_open_nadi_name,nearest_open_nadi_km,nearest_listed_nadi_id,nearest_listed_nadi_name,nearest_listed_nadi_status,nearest_listed_nadi_km,named_kk_distance_km,geographic_nearest_kk_id,geographic_nearest_kk_name,geographic_nearest_kk_km,site_group,site_id,candidates_within_10km,candidates_within_5km,nearest_mapped_road_km,nearest_track_km,nearest_waterway_km,nearest_river_km,mapped_road_length_10km_km,mapped_track_length_10km_km,mapped_waterway_length_10km_km,nearest_candidate,nearest_candidate_km,site_map,dem_grid_m,local_epsg,dem_coverage_pct,fds_elevation_m,fds_slope_deg,elevation_min_10km_m,elevation_max_10km_m,relief_10km_m,slope_mean_10km_deg,slope_p90_10km_deg,pct_slope_over15deg_10km,pct_slope_over30deg_10km,relief_5km_m,slope_mean_5km_deg,pct_slope_over15deg_5km
23,SARAWAK,SARIKEI,RH JANTING,1.67596666666667,111.887333333333,FDS (P) PKD SARIKEI,Udara,KK NANGA ENTAIH,NA,F021,1.67596666666667,111.887333333333,,TRUE,NANGAENTAIH,K0391,exact normalized name,Klinik Kesihatan Nanga Entaih,1.68977,111.76232,TRUE,Q80,Nanga Meluan,111.92876,1.86330999999999,21.334412412372117,OPEN,red,red,0,0,Q80,Nanga Meluan,21.334412412372117,Q80,Nanga Meluan,OPEN,21.334412412372117,13.979389967557347,K0293,Klinik Kesihatan Kemalih,7.930764264546659,17,S017,2,0,0.01913743914776117,2.9095632221088468,5.268059317745804,5.268059317745804,82.71373085776145,26.858942036062462,56.011299435785396,SK JAMBU,5.4821126625320105,site_maps/S017.png,40,32649,100,236.70748901367188,1.8977701037657808,63.11534881591797,579.661376953125,516.546028137207,12.428176356181106,21.4572139077131,33.053107665473426,0.9801137804098936,491.0337219238281,11.48260291017245,25.822912464703503
24,SARAWAK,SIBU,RH. GAYUT (RH NGILAH),2.29616666666667,112.6,FDS PKB SIBU,Udara,KK SELANGAU,66,F022,2.29616666666667,112.6,At least one coordinate has <=2 stored decimal places; verify precision,TRUE,SELANGAU,K0470,exact normalized name,Klinik Kesihatan Selangau,2.527674,112.32911,TRUE,Q73,Song,112.552119,2.01037,32.221470836342704,OPEN,red,red,0,0,Q73,Song,32.221470836342704,Q73,Song,OPEN,32.221470836342704,39.602783818459876,K0536,Klinik Kesihatan Tepus,30.983129325436806,18,S018,0,0,7.2502093372969085,2.458817607885434,3.4971122430329578,3.4971122430329578,17.049207740435552,215.47134216069415,8.488852777937998,NA,NA,site_maps/S018.png,40,32649,100,71.01239013671875,1.5081391479572632,52.02703475952149,699.20703125,647.1799964904785,14.447692644290882,23.82542953357129,45.33451641526175,1.9444796552161236,429.1989135742187,13.725562275201856,41.6434596601687
25,SARAWAK,SIBU,NANGA ARAU,2.30819444444444,112.566916666667,FDS PKB SIBU,Udara,KK SELANGAU,63,F023,2.30819444444444,112.566916666667,,TRUE,SELANGAU,K0470,exact normalized name,Klinik Kesihatan Selangau,2.527674,112.32911,TRUE,Q73,Song,112.552119,2.01037,33.157413247581935,OPEN,red,red,0,0,Q73,Song,33.157413247581935,Q73,Song,OPEN,33.157413247581935,35.96651257899334,K0536,Klinik Kesihatan Tepus,27.15031318909396,19,S019,0,0,8.666251927031235,1.1995971677651889,0.38039046475668736,0.38039046475668736,11.0740708149368,207.3934140670164,13.252370112203888,NA,NA,site_maps/S019.png,40,32649,100,88.83294677734375,7.146211168889044,48.271121978759766,684.3154296875,636.0443077087402,14.058243282829013,23.227207769436163,43.296810274455325,1.5859897478539955,435.6140747070313,13.357538117540118,39.91000625517061
26,SARAWAK,SIBU,( + RH BALANG ),2.30819444444444,112.566916666667,FDS PKB SIBU,Udara,KK SELANGAU,63,F024,2.30819444444444,112.566916666667,,TRUE,SELANGAU,K0470,exact normalized name,Klinik Kesihatan Selangau,2.527674,112.32911,TRUE,Q73,Song,112.552119,2.01037,33.157413247581935,OPEN,red,red,0,0,Q73,Song,33.157413247581935,Q73,Song,OPEN,33.157413247581935,35.96651257899334,K0536,Klinik Kesihatan Tepus,27.15031318909396,19,S019,0,0,8.666251927031235,1.1995971677651889,0.38039046475668736,0.38039046475668736,11.0740708149368,207.3934140670164,13.252370112203888,NA,NA,site_maps/S019.png,40,32649,100,88.83294677734375,7.146211168889044,48.271121978759766,684.3154296875,636.0443077087402,14.058243282829013,23.227207769436163,43.296810274455325,1.5859897478539955,435.6140747070313,13.357538117540118,39.91000625517061
27,SARAWAK,SIBU,( + RH SADOM ),2.30819444444444,112.566916666667,FDS PKB SIBU,Udara,KK SELANGAU,63,F025,2.30819444444444,112.566916666667,,TRUE,SELANGAU,K0470,exact normalized name,Klinik Kesihatan Selangau,2.527674,112.32911,TRUE,Q73,Song,112.552119,2.01037,33.157413247581935,OPEN,red,red,0,0,Q73,Song,33.157413247581935,Q73,Song,OPEN,33.157413247581935,35.96651257899334,K0536,Klinik Kesihatan Tepus,27.15031318909396,19,S019,0,0,8.666251927031235,1.1995971677651889,0.38039046475668736,0.38039046475668736,11.0740708149368,207.3934140670164,13.252370112203888,NA,NA,site_maps/S019.png,40,32649,100,88.83294677734375,7.146211168889044,48.271121978759766,684.3154296875,636.0443077087402,14.058243282829013,23.227207769436163,43.296810274455325,1.5859897478539955,435.6140747070313,13.357538117540118,39.91000625517061
28,SARAWAK,SIBU,RH ANSI,2.80586111111111,112.624555555556,FDS PKB SIBU,Udara,KK TATAU,93,F026,2.80586111111111,112.624555555556,,TRUE,TATAU,K0524,exact normalized name,Klinik Kesihatan Tatau,2.88134,112.85431,TRUE,Q32,Balingian,112.543533,2.92915,16.39830806905985,OPEN,red,red,0,0,Q32,Balingian,16.39830806905985,Q32,Balingian,OPEN,16.39830806905985,26.860981371034953,K0504,Klinik Kesihatan Sungai Arip,8.792764844350902,20,S020,1,0,2.089734818116297,0.33399186519054097,4.259817598527953,4.52078435078203,75.36172421261034,129.01675005086122,49.977089157362265,Klinik Kesihatan Sungai Arip,8.792764844350941,site_maps/S020.png,40,32649,100,23.323461532592773,5.550291711343839,1.6345207691192627,167.9906005859375,166.35607981681824,3.591699713458198,8.452109327139832,2.3167843904813576,0.05273486027797356,98.59031343460084,3.0865108988733847,0.5568670177350039
29,SARAWAK,SIBU,RH. ASUN,2.61080555555555,112.426666666667,FDS PKB SIBU,Udara,KK SELANGAU,48,F027,2.61080555555555,112.426666666667,,TRUE,SELANGAU,K0470,exact normalized name,Klinik Kesihatan Selangau,2.527674,112.32911,TRUE,Q48,Tamin,112.210421,2.418641,32.15045132875966,OPEN,red,red,0,0,Q48,Tamin,32.15045132875966,Q48,Tamin,OPEN,32.15045132875966,14.243841902435966,K0470,Klinik Kesihatan Selangau,14.243841902435966,21,S021,0,0,1.1992090192349085,0.052659713126833894,2.249392552844189,NA,87.39715331230049,531.6759978019112,15.626679988329114,NA,NA,site_maps/S021.png,40,32649,100,26.44144058227539,2.1037530843922476,1.388266921043396,202.4681854248047,201.0799185037613,4.046208355605479,8.768186213722718,2.1797439472683484,0.00963366713144885,58.659831523895264,2.593101823024189,0.00201726781247478
30,SARAWAK,SIBU,RH. SELIAU,2.27461111111111,112.429444444444,FDS PKB SIBU,Udara,KK SELANGAU,48,F028,2.27461111111111,112.429444444444,,TRUE,SELANGAU,K0470,exact normalized name,Klinik Kesihatan Selangau,2.527674,112.32911,TRUE,Q64,Kg Nanga Tada,112.3608,2.0866,22.253863008254005,"OPEN AT TEMPORARY LOCATION, 500m distance from NADI (2.0866, 112.3608)",red,red,0,0,Q64,Kg Nanga Tada,22.253863008254005,Q64,Kg Nanga Tada,"OPEN AT TEMPORARY LOCATION, 500m distance from NADI (2.0866, 112.3608)",22.253863008254005,30.266755063875056,K0536,Klinik Kesihatan Tepus,13.767635459498297,22,S022,0,0,9.014897472602334,6.8650875774320355,1.778964888402574,1.778964888402574,6.828307128432851,36.1695732520612,31.08555228622641,NA,NA,site_maps/S022.png,40,32649,100,76.60465240478516,8.915251189647657,34.156192779541016,620.86761474609375,586.7114219665527,13.483465823792187,22.832770972412572,40.905887304090335,1.08659828314429,392.0687828063965,12.98193813355749,38.52050594097356
31,SARAWAK,SIBU,( + RH PENGUANG ),2.27461111111111,112.429444444444,FDS PKB SIBU,Udara,KK SELANGAU,48,F029,2.27461111111111,112.429444444444,,TRUE,SELANGAU,K0470,exact normalized name,Klinik Kesihatan Selangau,2.527674,112.32911,TRUE,Q64,Kg Nanga Tada,112.3608,2.0866,22.253863008254005,"OPEN AT TEMPORARY LOCATION, 500m distance from NADI (2.0866, 112.3608)",red,red,0,0,Q64,Kg Nanga Tada,22.253863008254005,Q64,Kg Nanga Tada,"OPEN AT TEMPORARY LOCATION, 500m distance from NADI (2.0866, 112.3608)",22.253863008254005,30.266755063875056,K0536,Klinik Kesihatan Tepus,13.767635459498297,22,S022,0,0,9.014897472602334,6.8650875774320355,1.778964888402574,1.778964888402574,6.828307128432851,36.1695732520612,31.08555228622641,NA,NA,site_maps/S022.png,40,32649,100,76.60465240478516,8.915251189647657,34.156192779541016,620.86761474609375,586.7114219665527,13.483465823792187,22.832770972412572,40.905887304090335,1.08659828314429,392.0687828063965,12.98193813355749,38.52050594097356
32,SARAWAK,SIBU,( + RH SEMUKAU ),2.27461111111111,112.429444444444,FDS PKB SIBU,Udara,KK SELANGAU,48,F030,2.27461111111111,112.429444444444,,TRUE,SELANGAU,K0470,exact normalized name,Klinik Kesihatan Selangau,2.527674,112.32911,TRUE,Q64,Kg Nanga Tada,112.3608,2.0866,22.253863008254005,"OPEN AT TEMPORARY LOCATION, 500m distance from NADI (2.0866, 112.3608)",red,red,0,0,Q64,Kg Nanga Tada,22.253863008254005,Q64,Kg Nanga Tada,"OPEN AT TEMPORARY LOCATION, 500m distance from NADI (2.0866, 112.3608)",22.253863008254005,30.266755063875056,K0536,Klinik Kesihatan Tepus,13.767635459498297,22,S022,0,0,9.014897472602334,6.8650875774320355,1.778964888402574,1.778964888402574,6.828307128432851,36.1695732520612,31.08555228622641,NA,NA,site_maps/S022.png,40,32649,100,76.60465240478516,8.915251189647657,34.156192779541016,620.86761474609375,586.7114219665527,13.483465823792187,22.832770972412572,40.905887304090335,1.08659828314429,392.0687828063965,12.98193813355749,38.52050594097356
33,SARAWAK,SIBU,RH. KIROH,2.23013888888889,112.210305555555,FDS PKB SIBU,Udara,KK SEKUAU,22,F031,2.23013888888889,112.210305555555,,TRUE,SEKUAU,K0469,exact normalized name,Klinik Kesihatan Sekuau,2.351784,112.128064,TRUE,Q62,Kg Muhibbah,112.14974,2.11688,14.27915044230767,OPEN,red,red,0,0,Q62,Kg Muhibbah,14.27915044230767,Q62,Kg Muhibbah,OPEN,14.27915044230767,16.323499958464378,K0469,Klinik Kesihatan Sekuau,16.323499958464378,23,S023,0,0,4.947357367033744,1.0474667584890434,5.392545829104974,5.392545829104974,82.80504304437723,127.3109251861623,30.788850896736307,NA,NA,site_maps/S023.png,40,32649,100,68.940338134765625,3.193498119050781,6.397895336151123,337.0519104003906,330.6540150642395,8.97768333602641,16.91196564860291,15.502563140468212,0.10445241077178162,213.13892364501953,9.098101689395325,14.28340832509433
34,SARAWAK,SIBU,RH. ENJAH,2.21183333333333,112.222,FDS PKB SIBU,Udara,KK SEKUAU,22,F032,2.21183333333333,112.222,,TRUE,SEKUAU,K0469,exact normalized name,Klinik Kesihatan Sekuau,2.351784,112.128064,TRUE,Q62,Kg Muhibbah,112.14974,2.11688,13.264505781211641,OPEN,red,red,0,0,Q62,Kg Muhibbah,13.264505781211641,Q62,Kg Muhibbah,OPEN,13.264505781211641,18.737667616198067,K0536,Klinik Kesihatan Tepus,18.331682098686997,24,S024,0,0,3.4236237273592094,0.005585896443608063,6.443394876097728,6.443394876097728,88.9873375516628,106.31012353150643,28.585116185526722,NA,NA,site_maps/S024.png,40,32649,100,87.14091491699219,1.844771407970237,5.9749345779418945,338.26422119140625,332.28928661346436,8.879775748464763,16.73187501814551,15.052678544267216,0.07807984424592108,254.337926864624,9.306073705792862,14.479154054163136
35,SARAWAK,SIBU,"RH. ENGKAYAU, ULU MACHAN",1.92888888888889,112.071805555556,FDS PKB SIBU,Udara,KK MACHAN,37,F033,1.92888888888889,112.071805555556,,TRUE,MACHAN,K0355,exact normalized name,Klinik Kesihatan Machan,2.01494,112.02013,TRUE,Q69,Machan,112.020504,2.017603,11.393522474496947,OPEN,red,red,0,0,Q69,Machan,11.393522474496947,Q69,Machan,OPEN,11.393522474496947,11.159465509015567,K0355,Klinik Kesihatan Machan,11.159465509015567,25,S025,0,0,9.728043673009376,1.0996673804390178,7.2168286791064915,7.581919561419914,0.288521404837177,58.8504964100926,16.214915606687217,NA,NA,site_maps/S025.png,40,32649,100,55.99368667602539,14.079520935667684,8.141149520874023,348.4327392578125,340.2915897369385,12.374716241631653,20.367193789135953,34.93172564509505,0.07757873227224557,237.1785831451416,12.909115785374928,38.324524952596114
36,SARAWAK,SIBU,( + RH MANILLA ),1.92888888888889,112.071805555556,FDS PKB SIBU,Udara,KK MACHAN,37,F034,1.92888888888889,112.071805555556,,TRUE,MACHAN,K0355,exact normalized name,Klinik Kesihatan Machan,2.01494,112.02013,TRUE,Q69,Machan,112.020504,2.017603,11.393522474496947,OPEN,red,red,0,0,Q69,Machan,11.393522474496947,Q69,Machan,OPEN,11.393522474496947,11.159465509015567,K0355,Klinik Kesihatan Machan,11.159465509015567,25,S025,0,0,9.728043673009376,1.0996673804390178,7.2168286791064915,7.581919561419914,0.288521404837177,58.8504964100926,16.214915606687217,NA,NA,site_maps/S025.png,40,32649,100,55.99368667602539,14.079520935667684,8.141149520874023,348.4327392578125,340.2915897369385,12.374716241631653,20.367193789135953,34.93172564509505,0.07757873227224557,237.1785831451416,12.909115785374928,38.324524952596114
37,SARAWAK,SIBU,( + RH UBONG ),1.92888888888889,112.071805555556,FDS PKB SIBU,Udara,KK MACHAN,37,F035,1.92888888888889,112.071805555556,,TRUE,MACHAN,K0355,exact normalized name,Klinik Kesihatan Machan,2.01494,112.02013,TRUE,Q69,Machan,112.020504,2.017603,11.393522474496947,OPEN,red,red,0,0,Q69,Machan,11.393522474496947,Q69,Machan,OPEN,11.393522474496947,11.159465509015567,K0355,Klinik Kesihatan Machan,11.159465509015567,25,S025,0,0,9.728043673009376,1.0996673804390178,7.2168286791064915,7.581919561419914,0.288521404837177,58.8504964100926,16.214915606687217,NA,NA,site_maps/S025.png,40,32649,100,55.99368667602539,14.079520935667684,8.141149520874023,348.4327392578125,340.2915897369385,12.374716241631653,20.367193789135953,34.93172564509505,0.07757873227224557,237.1785831451416,12.909115785374928,38.324524952596114
38,SARAWAK,SIBU,RH. JANTING,1.89725,112.174666666667,FDS PKB SIBU,Udara,PKD KANOWIT,43,F036,1.89725,112.174666666667,,TRUE,PKDKANOWIT,NA,unmatched,NA,NA,NA,NA,Q65,Rumah Benjamin,112.14972,2.06721,19.100972893757454,OPEN,red,red,0,0,Q65,Rumah Benjamin,19.100972893757454,Q65,Rumah Benjamin,OPEN,19.100972893757454,NA,K0396,Klinik Kesihatan Nanga Jagau,15.1853827738793,26,S026,0,0,NA,2.0103624406914493,0.16822325875237443,0.16822325875237443,0,44.75925755887241,83.38985741322102,NA,NA,site_maps/S026.png,40,32649,100,67.942718505859375,11.922780472385934,20.882783889770508,301.2493896484375,280.366605758667,13.601044950182096,21.346889830000492,42.40339125716864,0.13538661244441288,261.97836112976074,14.075821182654645,45.751976762949816
39,SARAWAK,SIBU,( + RH TIGONG ),1.89725,112.174666666667,FDS PKB SIBU,Udara,PKD KANOWIT,43,F037,1.89725,112.174666666667,,TRUE,PKDKANOWIT,NA,unmatched,NA,NA,NA,NA,Q65,Rumah Benjamin,112.14972,2.06721,19.100972893757454,OPEN,red,red,0,0,Q65,Rumah Benjamin,19.100972893757454,Q65,Rumah Benjamin,OPEN,19.100972893757454,NA,K0396,Klinik Kesihatan Nanga Jagau,15.1853827738793,26,S026,0,0,NA,2.0103624406914493,0.16822325875237443,0.16822325875237443,0,44.75925755887241,83.38985741322102,NA,NA,site_maps/S026.png,40,32649,100,67.942718505859375,11.922780472385934,20.882783889770508,301.2493896484375,280.366605758667,13.601044950182096,21.346889830000492,42.40339125716864,0.13538661244441288,261.97836112976074,14.075821182654645,45.751976762949816
40,SARAWAK,SIBU,( + RH ANTAS ),1.89725,112.174666666667,FDS PKB SIBU,Udara,PKD KANOWIT,43,F038,1.89725,112.174666666667,,TRUE,PKDKANOWIT,NA,unmatched,NA,NA,NA,NA,Q65,Rumah Benjamin,112.14972,2.06721,19.100972893757454,OPEN,red,red,0,0,Q65,Rumah Benjamin,19.100972893757454,Q65,Rumah Benjamin,OPEN,19.100972893757454,NA,K0396,Klinik Kesihatan Nanga Jagau,15.1853827738793,26,S026,0,0,NA,2.0103624406914493,0.16822325875237443,0.16822325875237443,0,44.75925755887241,83.38985741322102,NA,NA,site_maps/S026.png,40,32649,100,67.942718505859375,11.922780472385934,20.882783889770508,301.2493896484375,280.366605758667,13.601044950182096,21.346889830000492,42.40339125716864,0.13538661244441288,261.97836112976074,14.075821182654645,45.751976762949816
41,SARAWAK,SIBU,RH. UNJAU POI,1.90208333333333,112.227111111111,FDS PKB SIBU,Udara,KK MENALUN,47,F039,1.90208333333333,112.227111111111,,TRUE,MENALUN,K0409,documented name alias,Klinik Kesihatan Nanga Poi (Menalun),2.033117,112.261047,TRUE,Q65,Rumah Benjamin,112.14972,2.06721,20.275661422196666,OPEN,red,red,0,0,Q65,Rumah Benjamin,20.275661422196666,Q65,Rumah Benjamin,OPEN,20.275661422196666,15.050456469072387,K0396,Klinik Kesihatan Nanga Jagau,9.959979454903763,27,S027,1,0,4.6521266651015845,2.2353416115733875,0.2527150376307937,2.4595522554441582,23.900114096791523,31.450030630484655,89.1412685639846,Klinik Kesihatan Nanga Jagau,9.959979454903783,site_maps/S027.png,40,32649,100,120.91496276855467,17.558291829696017,14.115368843078612,301.5482177734375,287.4328489303589,13.547434654390475,21.605378519743628,42.47193517964527,0.17138047479490118,245.53522300720215,13.971669983947365,45.39402009441956
42,SARAWAK,SIBU,"RH. JARAU, JAGAU",1.84358333333333,112.284805555556,FDS PKB SIBU,Udara,KK NANGA JAGAU,55,F040,1.84358333333333,112.284805555556,,TRUE,NANGAJAGAU,K0396,exact normalized name,Klinik Kesihatan Nanga Jagau,1.8596,112.30601,TRUE,Q74,Nanga Ngungun,112.400101,1.988989,20.629905839223277,OPEN,red,red,0,0,Q74,Nanga Ngungun,20.629905839223277,Q74,Nanga Ngungun,OPEN,20.629905839223277,2.953884138177678,K0396,Klinik Kesihatan Nanga Jagau,2.953884138177678,28,S028,1,1,4.810087313773585,4.5937994668312845,0.2399600415464143,0.2399600415464143,14.72503086177471,15.927157313993824,97.30199873964575,Klinik Kesihatan Nanga Jagau,2.953884138177652,site_maps/S028.png,40,32649,100,118.2419891357422,25.709412686677048,32.77427673339844,350.9242858886719,318.15000915527344,13.293455719116109,21.280788341166545,40.66033239705122,0.15362462861372786,222.2957878112793,12.93603250143144,38.8243128708076
43,SARAWAK,SIBU,( + RH SALANG ),1.84358333333333,112.284805555556,FDS PKB SIBU,Udara,KK NANGA JAGAU,55,F041,1.84358333333333,112.284805555556,,TRUE,NANGAJAGAU,K0396,exact normalized name,Klinik Kesihatan Nanga Jagau,1.8596,112.30601,TRUE,Q74,Nanga Ngungun,112.400101,1.988989,20.629905839223277,OPEN,red,red,0,0,Q74,Nanga Ngungun,20.629905839223277,Q74,Nanga Ngungun,OPEN,20.629905839223277,2.953884138177678,K0396,Klinik Kesihatan Nanga Jagau,2.953884138177678,28,S028,1,1,4.810087313773585,4.5937994668312845,0.2399600415464143,0.2399600415464143,14.72503086177471,15.927157313993824,97.30199873964575,Klinik Kesihatan Nanga Jagau,2.953884138177652,site_maps/S028.png,40,32649,100,118.2419891357422,25.709412686677048,32.77427673339844,350.9242858886719,318.15000915527344,13.293455719116109,21.280788341166545,40.66033239705122,0.15362462861372786,222.2957878112793,12.93603250143144,38.8243128708076
44,SARAWAK,SIBU,( + RH MANGGAL ),1.84358333333333,112.284805555556,FDS PKB SIBU,Udara,KK NANGA JAGAU,55,F042,1.84358333333333,112.284805555556,,TRUE,NANGAJAGAU,K0396,exact normalized name,Klinik Kesihatan Nanga Jagau,1.8596,112.30601,TRUE,Q74,Nanga Ngungun,112.400101,1.988989,20.629905839223277,OPEN,red,red,0,0,Q74,Nanga Ngungun,20.629905839223277,Q74,Nanga Ngungun,OPEN,20.629905839223277,2.953884138177678,K0396,Klinik Kesihatan Nanga Jagau,2.953884138177678,28,S028,1,1,4.810087313773585,4.5937994668312845,0.2399600415464143,0.2399600415464143,14.72503086177471,15.927157313993824,97.30199873964575,Klinik Kesihatan Nanga Jagau,2.953884138177652,site_maps/S028.png,40,32649,100,118.2419891357422,25.709412686677048,32.77427673339844,350.9242858886719,318.15000915527344,13.293455719116109,21.280788341166545,40.66033239705122,0.15362462861372786,222.2957878112793,12.93603250143144,38.8243128708076
45,SARAWAK,KAPIT,"RH. NUGA, SG. SEMUNJAN",2.054018,112.813026,FDS (P) PKB KAPIT,Udara,KK KAPIT,0,F043,2.054018,112.813026,,TRUE,KAPIT,K0288,exact normalized name,Klinik Kesihatan Kapit,2.01164,112.92896,TRUE,Q71,Pekan Kapit,112.937752999999,2.015658,14.501776807213043,OPEN,red,red,0,0,Q71,Pekan Kapit,14.501776807213043,Q71,Pekan Kapit,OPEN,14.501776807213043,13.7179222725238,K0395,Klinik Kesihatan Nanga Ibau,12.909415770553137,29,S029,0,0,4.680669516187001,0.09135754821721048,4.476721066587259,4.476721066587259,26.015020304429527,124.31129354133496,35.14486605705054,NA,NA,site_maps/S029.png,40,32649,100,39.445404052734375,6.697331422685535,-257.7371826171875,544.1229248046875,801.860107421875,14.328208348513652,23.175828790328406,46.64209186648481,0.8655264905867023,544.3688049316406,13.626341662428429,42.55744054223065
46,SARAWAK,KAPIT,"RH. MANILA, SG. SEMUNJAN",2.061833,112.825158,FDS (P) PKB KAPIT,Udara,KK KAPIT,0,F044,2.061833,112.825158,,TRUE,KAPIT,K0288,exact normalized name,Klinik Kesihatan Kapit,2.01164,112.92896,TRUE,Q71,Pekan Kapit,112.937752999999,2.015658,13.524597169962327,OPEN,red,red,0,0,Q71,Pekan Kapit,13.524597169962327,Q71,Pekan Kapit,OPEN,13.524597169962327,12.814279927540449,K0288,Klinik Kesihatan Kapit,12.814279927540449,30,S030,0,0,5.534040870324909,0.01935792427148848,5.33542339269798,5.33542339269798,27.480295976359514,129.08333542783095,45.03425613258502,NA,NA,site_maps/S030.png,40,32649,100,69.540130615234375,12.474141061181808,-262.7550354003906,679.4281005859375,942.183135986328,14.55299796881938,23.482940027806656,47.87656924980226,1.0677997038959983,368.8183765411377,13.812398883696948,43.45966016870484
47,SARAWAK,KAPIT,"RH. LIUN, IBAU",2.070742,112.715335,FDS (P) PKB KAPIT,Udara,KK KAPIT,0,F045,2.070742,112.715335,,TRUE,KAPIT,K0288,exact normalized name,Klinik Kesihatan Kapit,2.01164,112.92896,TRUE,Q73,Song,112.552119,2.01037,19.339786362315472,OPEN,red,red,0,0,Q73,Song,19.339786362315472,Q73,Song,OPEN,19.339786362315472,24.63185782618768,K0395,Klinik Kesihatan Nanga Ibau,6.714298220971578,31,S031,2,0,1.7390175010173434,0.4652772842461768,5.3844618726174716,5.3844618726174716,20.225790809972047,170.7795099070149,18.98905129760333,Klinik Kesihatan Nanga Ibau,6.714298220971535,site_maps/S031.png,40,32649,100,56.42755508422851,4.65441440197705,-180.3611602783203,628.36181640625,808.7229766845703,15.45089730209764,24.1887880210336,53.83141082519964,1.256433007985803,357.09666442871094,15.0134419761874,51.75169518889248
48,SARAWAK,KAPIT,"RH. MESSOP, IBAU",2.052336,112.68931,FDS (P) PKB KAPIT,Udara,KK KAPIT,0,F046,2.052336,112.68931,,TRUE,KAPIT,K0288,exact normalized name,Klinik Kesihatan Kapit,2.01164,112.92896,TRUE,Q73,Song,112.552119,2.01037,15.943557791401016,OPEN,red,red,0,0,Q73,Song,15.943557791401016,Q73,Song,OPEN,15.943557791401016,27.01287631968211,K0395,Klinik Kesihatan Nanga Ibau,4.891696620059116,32,S032,2,2,2.8536535979163054,0.014358556635369252,4.67806875353318,4.67806875353318,29.977871081789782,119.29299580489345,22.894540107707222,SEKOLAH KEBANGSAAN ULU MELIPIS,4.7356749076119264,site_maps/S032.png,40,32649,100,103.3760223388672,6.832506716593405,-154.02108764648438,511.3464660644531,665.3675537109375,14.707230883841818,23.33710793991684,49.64763025005577,0.7260337869354478,378.21873784065247,14.423336953859346,47.89502350069594
49,SARAWAK,KAPIT,"RH. BERANGAN, SG IRAN PELAGUS",2.255626,112.971941,FDS (P) PKB KAPIT,Udara,KK KAPIT,0,F047,2.255626,112.971941,,TRUE,KAPIT,K0288,exact normalized name,Klinik Kesihatan Kapit,2.01164,112.92896,TRUE,Q71,Pekan Kapit,112.937752999999,2.015658,26.95233363280323,OPEN,red,red,0,0,Q71,Pekan Kapit,26.95233363280323,Q71,Pekan Kapit,OPEN,26.95233363280323,27.547219319076092,K0288,Klinik Kesihatan Kapit,27.547219319076092,33,S033,0,0,8.013254851714368,0.005500748106032511,7.064436327452708,7.064436327452708,3.549297678497507,137.58219024466047,11.085568989024917,NA,NA,site_maps/S033.png,40,32649,100,59.9690055847168,3.4821605229005317,34.12278366088867,651.61895751953125,617.4961738586426,10.463584149324708,20.76401253020117,25.154136329527248,0.8234124972113492,339.78435134887695,10.13223497733817,22.542116412791284
50,SARAWAK,KAPIT,"RH. SARI, SG IRAN SONG",2.084565,112.437233,FDS (P) PKB KAPIT,Udara,KK KAPIT,0,F048,2.084565,112.437233,,TRUE,KAPIT,K0288,exact normalized name,Klinik Kesihatan Kapit,2.01164,112.92896,TRUE,Q64,Kg Nanga Tada,112.3608,2.0866,8.496359099739024,"OPEN AT TEMPORARY LOCATION, 500m distance from NADI (2.0866, 112.3608)",red,yellow,0,1,Q64,Kg Nanga Tada,8.496359099739024,Q64,Kg Nanga Tada,"OPEN AT TEMPORARY LOCATION, 500m distance from NADI (2.0866, 112.3608)",8.496359099739024,55.2410986949443,K0412,Klinik Kesihatan Nanga Tada,8.636898525072407,34,S034,7,0,0.0035579127567100855,3.3316119077521305,5.6450272836104904,5.7798572598523945,74.98914153149913,27.22056072128292,32.223331418143935,Sekolah Kebangsaan Nanga Beguang,5.572065092902358,site_maps/S034.png,40,32649,100,78.63298797607422,5.550898483383715,4.895097732543945,478.6504211425781,473.7553234100342,12.021485423760245,20.741193589610692,33.207587350359745,0.2007879405546006,309.6164798736572,12.13838908330782,32.833562030833804
