candidate_id,candidate_name,candidate_type,source,source_url,public_ownership_evidence,coordinate_basis,name_key,duplicate_of,country_boundary_flag,distance_to_fds_km,rank_by_distance,label,elevation_m,slope_deg,nearest_mapped_road_km,nearest_track_km,nearest_waterway_km,nearest_mapped_road_name,nearest_road_surface,nearest_road_access_tag,straightline_waterway_intersections,within_fds_5km,site_id,fds_name,state,longitude,latitude,feasibility
OSM_node/4238754091,Immigration Office,government office,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/node/4238754091,government office tag,OSM point or point on mapped facility footprint,IMMIGRATIONOFFICE,NA,within Malaysia or boundary tolerance,9.66825757947755,1,C01,1067.62646484375,1.0360203981399536,0.002015724935097205,1.151722313742361,2.6996434534722344,,,,0,FALSE,S073,PA LUNGAN,SARAWAK,115.4696946,3.7407063000000007,Candidate for field review; conversion suitability unverified
OSM_node/4238755390,Unnamed hospital,hospital,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/node/4238755390,ownership not recorded; verify,OSM point or point on mapped facility footprint,UNNAMEDHOSPITAL,NA,within Malaysia or boundary tolerance,9.812568292127471,2,C02,1066.867919921875,3.9709322452545166,0.04818603765686019,1.330920228699486,2.869702144561173,,,,0,FALSE,S073,PA LUNGAN,SARAWAK,115.4678128,3.7405136000000003,Candidate for field review; conversion suitability unverified
K0185,Klinik Kesihatan Bario,Klinik Kesihatan,Supplied health-facility register,data/kk_list.xlsx#Sheet1!row=1861,health-facility register; confirm property and operating status,supplied register coordinates,BARIO,NA,within Malaysia or boundary tolerance,9.85197399568802,3,C03,1070.466064453125,4.9890217781066895,0.010351611130378817,1.3909202405852532,2.9268828411717442,,,,0,FALSE,S073,PA LUNGAN,SARAWAK,115.46723,3.740520000000001,Candidate for field review; conversion suitability unverified
OSM_node/4238756692,Secondary School ,school,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/node/4238756692,ownership not recorded; verify,OSM point or point on mapped facility footprint,SECONDARYSCHOOL,NA,within Malaysia or boundary tolerance,9.950485681344366,4,C04,1070.761474609375,2.1248810291290283,0.040572480979715116,0.7089162523218618,4.565038513291877,,,,0,FALSE,S073,PA LUNGAN,SARAWAK,115.4556928,3.750097,Candidate for field review; conversion suitability unverified
OSM_node/4689928791,Kp Arur Layun,community_centre,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/node/4689928791,ownership not recorded; verify,OSM point or point on mapped facility footprint,KPARURLAYUN,NA,within Malaysia or boundary tolerance,9.985210663352184,5,C05,1075.33447265625,1.046645164489746,0.018284057754969135,0.4146472041067429,5.041386461108033,,,,0,FALSE,S073,PA LUNGAN,SARAWAK,115.4525735,3.753244299999997,Candidate for field review; conversion suitability unverified
K0347,Klinik Kesihatan Long Seridan,Klinik Kesihatan,Supplied health-facility register,data/kk_list.xlsx#Sheet1!row=2381,health-facility register; confirm property and operating status,supplied register coordinates,LONGSERIDAN,NA,within Malaysia or boundary tolerance,0.4174422103515407,1,C01,199.43887329101563,10.258007049560547,0.045477297795989045,0.5301244589076245,0.21278658464250227,,,,0,TRUE,S078,LONG SERIDAN,SARAWAK,115.069158,3.9739110000000006,Candidate for field review; conversion suitability unverified
OSM_node/5426029521,Long Ludin,community_centre,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/node/5426029521,ownership not recorded; verify,OSM point or point on mapped facility footprint,LONGLUDIN,NA,within Malaysia or boundary tolerance,4.1614871704166045,2,C02,176.20660400390625,3.103343963623047,0.0031755526998173836,0.8757704900205194,0.20027093492781353,,,,1,TRUE,S078,LONG SERIDAN,SARAWAK,115.0574235,3.941831100000001,Candidate for field review; conversion suitability unverified
K0328,Klinik Kesihatan Long Banga,Klinik Kesihatan,Supplied health-facility register,data/kk_list.xlsx#Sheet1!row=2362,health-facility register; confirm property and operating status,supplied register coordinates,LONGBANGA,NA,within Malaysia or boundary tolerance,1.1490452951720707,1,C01,434.4560241699219,1.76264226436615,0.03563719798842387,3.0654676692158316,0.1413439734841342,,,,0,TRUE,S080,LONG BANGA,SARAWAK,115.39137,3.2055099999999994,Candidate for field review; conversion suitability unverified
K0519,Klinik Kesihatan Tang Lapadan,Klinik Kesihatan,Supplied health-facility register,data/kk_list.xlsx#Sheet1!row=2856,health-facility register; confirm property and operating status,supplied register coordinates,TANGLAPADAN,NA,within Malaysia or boundary tolerance,3.9045396982926164,1,C01,969.9307861328125,3.900404453277588,0.0037655645432318184,1.7377877353320543,0.1009633240292826,,,,1,TRUE,S082,LONG DANO,SARAWAK,115.55308299999999,3.5689669999999993,Candidate for field review; conversion suitability unverified
K0424,Klinik Kesihatan Pa' Dallih,Klinik Kesihatan,Supplied health-facility register,data/kk_list.xlsx#Sheet1!row=2513,health-facility register; confirm property and operating status,supplied register coordinates,PADALLIH,NA,within Malaysia or boundary tolerance,4.079154352573739,2,C02,964.44073486328125,1.5142964124679565,0.025858150825569293,1.614678481344696,0.22448106649668648,,,,1,TRUE,S082,LONG DANO,SARAWAK,115.553627,3.5673089999999994,Candidate for field review; conversion suitability unverified
OSM_way/542450388,SK Sunsui,school,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/way/542450388,ownership not recorded; verify,OSM point or point on mapped facility footprint,SUNSUI,NA,within Malaysia or boundary tolerance,3.8671470345964076,1,C01,66.69242858886719,3.5309717655181885,0.05904058466358346,0.788528195220293,0.14236521617393308,,unpaved,,1,TRUE,S086,SONSONGAN MAKATOL,SABAH,116.77185284984532,6.3861321566922324,Candidate for field review; conversion suitability unverified
OSM_way/253738018,Hospital Kota Marudu,hospital,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/way/253738018,ownership not recorded; verify,OSM point or point on mapped facility footprint,HOSPITALKOTAMARUDU,NA,within Malaysia or boundary tolerance,4.056162085821772,2,C02,19.037519454956055,0.7886516451835632,0.003635582220221817,0.6679069578055499,2.2617930403372437,,,,0,TRUE,S086,SONSONGAN MAKATOL,SABAH,116.77395427432111,6.4573565859389594,Candidate for field review; conversion suitability unverified
K0166,Klinik Desa Timbang Batu,Klinik Desa,Supplied health-facility register,data/kk_list.xlsx#Sheet1!row=1705,health-facility register; confirm property and operating status,supplied register coordinates,TIMBANGBATU,NA,within Malaysia or boundary tolerance,5.143944923421031,3,C03,19.126338958740234,1.436046838760376,0.0014296434835768315,0.2508364256774432,0.0840202735974711,Jalan Timbang Batu,,,0,FALSE,S086,SONSONGAN MAKATOL,SABAH,116.80514000000001,6.454079999999999,Candidate for field review; conversion suitability unverified
K0051,Klinik Desa Goshen,Klinik Desa,Supplied health-facility register,data/kk_list.xlsx#Sheet1!row=506,health-facility register; confirm property and operating status,supplied register coordinates,GOSHEN,NA,within Malaysia or boundary tolerance,5.89661037331339,4,C04,19.13301658630371,1.9472845792770386,0.018047137584940854,2.531759417322283,0.4555018487164713,,,,0,FALSE,S086,SONSONGAN MAKATOL,SABAH,116.76400000000001,6.47322,Candidate for field review; conversion suitability unverified
K0579,Klinik Komuniti Hexan Industrial Centre,Klinik Komuniti,Supplied health-facility register,data/kk_list.xlsx#Sheet1!row=3044,health-facility register; confirm property and operating status,supplied register coordinates,KLINIKKOMUNITIHEXANINDUSTRIALCENTRE,NA,within Malaysia or boundary tolerance,8.072017705230252,5,C05,11.137402534484863,1.4101449251174927,0.016086304261933495,0.9932117129777898,1.2739331230686433,,,,0,FALSE,S086,SONSONGAN MAKATOL,SABAH,116.77166500000001,6.493486000000001,Candidate for field review; conversion suitability unverified
OSM_node/12997234188,Jabatan Pendaftaran Negara Daerah Kota Marudu,government office,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/node/12997234188,government office tag,OSM point or point on mapped facility footprint,JABATANPENDAFTARANNEGARADAERAHKOTAMARUDU,NA,within Malaysia or boundary tolerance,8.303051070501148,6,C06,10.92933177947998,1.283037781715393,0.015876513697894775,0.7886211162751422,1.1518228711254057,,,,0,FALSE,S086,SONSONGAN MAKATOL,SABAH,116.77202469999999,6.495567999999997,Candidate for field review; conversion suitability unverified
OSM_node/12997234187,Pejabat Pos Kota Marudu,post_office,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/node/12997234187,ownership not recorded; verify,OSM point or point on mapped facility footprint,PEJABATPOSKOTAMARUDU,NA,within Malaysia or boundary tolerance,8.321174493381978,7,C07,13.111863136291504,1.4651100635528564,0.029644205848790406,0.7391380490658424,1.2447421814929456,,,,0,FALSE,S086,SONSONGAN MAKATOL,SABAH,116.7711089,6.495717299999998,Candidate for field review; conversion suitability unverified
OSM_node/12997234186,Dewan Komuniti Kota Marudu,community_centre,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/node/12997234186,ownership not recorded; verify,OSM point or point on mapped facility footprint,DEWANKOMUNITIKOTAMARUDU,NA,within Malaysia or boundary tolerance,8.322179966688385,8,C08,13.853309631347656,3.079638719558716,0.03272356135554073,0.7154136887405128,1.3727651923729145,,,,0,FALSE,S086,SONSONGAN MAKATOL,SABAH,116.7693436,6.495668699999997,Candidate for field review; conversion suitability unverified
K0241,Klinik Kesihatan Ibu dan Anak Kota Marudu,Klinik Kesihatan Ibu dan Anak,Supplied health-facility register,data/kk_list.xlsx#Sheet1!row=2088,health-facility register; confirm property and operating status,supplied register coordinates,IBUDANANAKKOTAMARUDU,NA,within Malaysia or boundary tolerance,8.395988886430176,9,C09,12.150293350219727,1.7894287109375,0.008777628851573249,1.3416832709820368,0.375158669045761,,,,0,FALSE,S086,SONSONGAN MAKATOL,SABAH,116.75928000000002,6.49522,Candidate for field review; conversion suitability unverified
OSM_node/12997234185,Majlis Daerah Kota Marudu/Pitas,townhall,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/node/12997234185,ownership not recorded; verify,OSM point or point on mapped facility footprint,MAJLISDAERAHKOTAMARUDUPITAS,NA,within Malaysia or boundary tolerance,8.44468587914015,10,C10,14.46485710144043,1.789185643196106,0.04556654111760409,0.5933729942533974,1.3361749915942231,,,,0,FALSE,S086,SONSONGAN MAKATOL,SABAH,116.76941300000001,6.496774499999999,Candidate for field review; conversion suitability unverified
OSM_way/1044299255,Unnamed school,school,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/way/1044299255,ownership not recorded; verify,OSM point or point on mapped facility footprint,UNNAMEDSCHOOL,NA,within Malaysia or boundary tolerance,8.553881782141273,11,C11,10.528356552124023,1.8868021965026855,0.016169383620924124,0.9611623906062787,0.5671363028011184,,,,0,FALSE,S086,SONSONGAN MAKATOL,SABAH,116.76215810501107,6.497110269832736,Candidate for field review; conversion suitability unverified
OSM_node/12997234181,Pejabat Daerah Kota Marudu,government office,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/node/12997234181,government office tag,OSM point or point on mapped facility footprint,PEJABATDAERAHKOTAMARUDU,NA,within Malaysia or boundary tolerance,8.599156340581832,12,C12,15.554046630859375,0.8652850389480591,0.032783082248866474,0.4431958848825858,1.206982193614618,Jalan Marudu,,,0,FALSE,S086,SONSONGAN MAKATOL,SABAH,116.7689307,6.498143200000001,Candidate for field review; conversion suitability unverified
OSM_node/12997234183,Balai Bomba dan Penyelamat Kota Marudu,fire_station,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/node/12997234183,ownership not recorded; verify,OSM point or point on mapped facility footprint,BALAIBOMBADANPENYELAMATKOTAMARUDU,NA,within Malaysia or boundary tolerance,8.66464873433215,13,C13,16.119760513305664,2.9737908840179443,0.030487143002219372,0.37478425596583276,1.2257208569333835,,,,0,FALSE,S086,SONSONGAN MAKATOL,SABAH,116.76947949999997,6.4987572,Candidate for field review; conversion suitability unverified
OSM_node/12997234184,Ibu Pejabat Polis Daerah Kota Marudu,police,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/node/12997234184,ownership not recorded; verify,OSM point or point on mapped facility footprint,IBUPEJABATPOLISDAERAHKOTAMARUDU,NA,within Malaysia or boundary tolerance,8.71966634764752,14,C14,14.524822235107422,1.1189243793487549,0.012821474947313196,0.3611456836279549,1.0492115139661071,,,,0,FALSE,S086,SONSONGAN MAKATOL,SABAH,116.76788450000001,6.4991715999999995,Candidate for field review; conversion suitability unverified
OSM_way/237343568,Jabatan Ukur Kota Marudu,government office,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/way/237343568,government office tag,OSM point or point on mapped facility footprint,JABATANUKURKOTAMARUDU,NA,within Malaysia or boundary tolerance,8.758368160990312,15,C15,10.581196784973145,0.7859762907028198,0.0021675427535687982,0.4218046267376014,1.0782105118558927,,,,0,FALSE,S086,SONSONGAN MAKATOL,SABAH,116.77224919820436,6.499664499845492,Candidate for field review; conversion suitability unverified
OSM_way/1320234355,Jabatan Kerja Raya (JKR) Kota Marudu,government office,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/way/1320234355,government office tag,OSM point or point on mapped facility footprint,JABATANKERJARAYAJKRKOTAMARUDU,NA,within Malaysia or boundary tolerance,9.003405776198301,16,C16,10.516538619995117,0.5815102458000183,0.03488791810268099,0.09001716771410481,1.118502094198006,,,,0,FALSE,S086,SONSONGAN MAKATOL,SABAH,116.77015640900933,6.501829990215804,Candidate for field review; conversion suitability unverified
K0106,Klinik Desa Mosolog,Klinik Desa,Supplied health-facility register,data/kk_list.xlsx#Sheet1!row=1003,health-facility register; confirm property and operating status,supplied register coordinates,MOSOLOG,NA,within Malaysia or boundary tolerance,9.949710355357123,17,C17,14.382399559020996,1.7999606132507324,0.01978302812393724,0.3948544156890033,0.9142785805150057,,,,3,FALSE,S086,SONSONGAN MAKATOL,SABAH,116.84347,6.476229999999998,Candidate for field review; conversion suitability unverified
OSM_node/7894259131,SK Pohon Batu,school,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/node/7894259131,ownership not recorded; verify,OSM point or point on mapped facility footprint,POHONBATU,NA,within Malaysia or boundary tolerance,7.220082950323843,1,C01,535.79217529296875,3.843158483505249,0.03901830253128614,4.238315867428347,0.09069840426896089,,,,1,FALSE,S087,PANGARAAN,SABAH,116.189841,4.790993099999997,Candidate for field review; conversion suitability unverified
K0107,Klinik Desa Moyog,Klinik Desa,Supplied health-facility register,data/kk_list.xlsx#Sheet1!row=1004,health-facility register; confirm property and operating status,supplied register coordinates,MOYOG,NA,within Malaysia or boundary tolerance,7.341284221780247,1,C01,203.71473693847656,18.28903579711914,0.008289915313046054,0.10585283375109883,0.07223143117134254,,,,2,FALSE,S088,BUAYAN,SABAH,116.23477999999999,5.8877500000000005,Candidate for field review; conversion suitability unverified
K0150,Klinik Desa Sungoi,Klinik Desa,Supplied health-facility register,data/kk_list.xlsx#Sheet1!row=1576,health-facility register; confirm property and operating status,supplied register coordinates,SUNGOI,NA,within Malaysia or boundary tolerance,8.220605742129576,2,C02,880.40203857421875,24.939481735229492,0.03055342308039254,3.244357362508368,0.7040088732473986,,,,2,FALSE,S088,BUAYAN,SABAH,116.37139000000002,5.879440000000001,Candidate for field review; conversion suitability unverified
K0543,Klinik Kesihatan Tombongan,Klinik Kesihatan,Supplied health-facility register,data/kk_list.xlsx#Sheet1!row=2925,health-facility register; confirm property and operating status,supplied register coordinates,TOMBONGAN,NA,within Malaysia or boundary tolerance,6.758670510664929,1,C01,221.4271697998047,19.37424659729004,0.03510559463876302,0.4547174525575489,0.01980694311834289,,,,1,FALSE,S089,KALANGGAAN,SABAH,116.237793096229,5.9939581976478,Candidate for field review; conversion suitability unverified
K0107,Klinik Desa Moyog,Klinik Desa,Supplied health-facility register,data/kk_list.xlsx#Sheet1!row=1004,health-facility register; confirm property and operating status,supplied register coordinates,MOYOG,NA,within Malaysia or boundary tolerance,8.539730364147495,2,C02,207.06915283203125,19.49260711669922,0.008289915313046054,0.10585283375109883,0.07223143117134254,,,,1,FALSE,S089,KALANGGAAN,SABAH,116.23477999999999,5.8877500000000005,Candidate for field review; conversion suitability unverified
K0129,Klinik Desa Pukak,Klinik Desa,Supplied health-facility register,data/kk_list.xlsx#Sheet1!row=1283,health-facility register; confirm property and operating status,supplied register coordinates,PUKAK,NA,within Malaysia or boundary tolerance,9.59134431568696,3,C03,119.1016616821289,8.730313301086426,0.012770796004923,0.40394887360512266,0.23135035459323805,,unpaved,,1,FALSE,S089,KALANGGAAN,SABAH,116.32028000000001,6.026390000000001,Candidate for field review; conversion suitability unverified
OSM_way/1496819396,Unnamed community_centre,community_centre,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/way/1496819396,ownership not recorded; verify,OSM point or point on mapped facility footprint,UNNAMEDCOMMUNITYCENTRE,NA,within Malaysia or boundary tolerance,9.6548613984407,1,C01,774.45489501953125,17.385221481323242,0.02360877395428922,4.788147412067855,0.04405654911801717,,,,0,FALSE,S090,LONGKOGUNGON,SABAH,116.32419835000027,5.708296500000453,Candidate for field review; conversion suitability unverified
OSM_way/1496819394,Balai raya,community_centre,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/way/1496819394,ownership not recorded; verify,OSM point or point on mapped facility footprint,BALAIRAYA,NA,within Malaysia or boundary tolerance,9.65676604912253,2,C02,774.45489501953125,17.385221481323242,0.014858543199578526,4.774843531321678,0.050232399791237,,,,0,FALSE,S090,LONGKOGUNGON,SABAH,116.32432193718898,5.708332753156594,Candidate for field review; conversion suitability unverified
OSM_way/1496819395,Unnamed community_centre,community_centre,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/way/1496819395,ownership not recorded; verify,OSM point or point on mapped facility footprint,UNNAMEDCOMMUNITYCENTRE,NA,within Malaysia or boundary tolerance,9.664062033406841,3,C03,774.45489501953125,17.385221481323242,0.013431083784323663,4.785145430565116,0.039231279978459634,,,,0,FALSE,S090,LONGKOGUNGON,SABAH,116.32427555677913,5.708240200187868,Candidate for field review; conversion suitability unverified
OSM_node/7885448939,Sekolah Kuala Sibangali,school,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/node/7885448939,ownership not recorded; verify,OSM point or point on mapped facility footprint,SEKOLAHKUALASIBANGALI,NA,within Malaysia or boundary tolerance,2.2990479344619397,1,C01,181.0334014892578,8.482460975646973,6.383443544871736,NA,0.13393039532511652,,,,2,TRUE,S091,KARAMPALON,SABAH,116.26166489999999,4.5092324,Candidate for field review; conversion suitability unverified
OSM_node/7885434339,SK Salinatan,school,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/node/7885434339,ownership not recorded; verify,OSM point or point on mapped facility footprint,SALINATAN,NA,within Malaysia or boundary tolerance,6.0516340841664285,2,C02,181.43203735351563,6.480497360229492,2.9288866710213575,NA,0.05788212981827193,,,,1,FALSE,S091,KARAMPALON,SABAH,116.27615459999998,4.573072399999999,Candidate for field review; conversion suitability unverified
OSM_node/7893291647,Klinik Kesihatan Pensiangan,clinic,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/node/7893291647,ownership not recorded; verify,OSM point or point on mapped facility footprint,PENSIANGAN,NA,within Malaysia or boundary tolerance,7.107167451103109,3,C03,162.83917236328125,7.387174606323242,0.03114819338800565,NA,0.08857493471577199,,,,1,FALSE,S091,KARAMPALON,SABAH,116.3120987,4.538098399999999,Candidate for field review; conversion suitability unverified
OSM_way/1376917033,Sekolah Kebangsaan Pekan Pensiangan,school,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/way/1376917033,ownership not recorded; verify,OSM point or point on mapped facility footprint,PEKANPENSIANGAN,NA,within Malaysia or boundary tolerance,7.351164203373549,4,C04,162.04417419433594,10.052591323852539,0.018106857990472694,NA,0.0739087970700043,,,,1,FALSE,S091,KARAMPALON,SABAH,116.31363520837196,4.541350065881733,Candidate for field review; conversion suitability unverified
K0164,Klinik Desa Terolobou,Klinik Desa,Supplied health-facility register,data/kk_list.xlsx#Sheet1!row=1699,health-facility register; confirm property and operating status,supplied register coordinates,TEROLOBOU,NA,within Malaysia or boundary tolerance,3.138293964985193,1,C01,923.15264892578125,5.803561210632324,0.022693032470916856,0.09247261980224145,0.6763159842365967,,,,1,TRUE,S092,PANULONGON,SABAH,116.5097,5.949719999999999,Candidate for field review; conversion suitability unverified
K0050,Klinik Desa Gaya Ratau,Klinik Desa,Supplied health-facility register,data/kk_list.xlsx#Sheet1!row=478,health-facility register; confirm property and operating status,supplied register coordinates,GAYARATAU,NA,within Malaysia or boundary tolerance,3.1693292969589995,2,C02,931.966552734375,19.924205780029297,0.013139666604256976,0.11783990868639915,0.6757504430137808,,,,1,TRUE,S092,PANULONGON,SABAH,116.509385,5.949798000000001,Candidate for field review; conversion suitability unverified
OSM_way/437095306,"SMK Kemburongoh, Ranau",school,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/way/437095306,ownership not recorded; verify,OSM point or point on mapped facility footprint,SMKKEMBURONGOHRANAU,NA,within Malaysia or boundary tolerance,3.232347275644678,3,C03,784.99212646484375,3.8585195541381836,0.04179196811349586,0.2951638223921587,0.5451945930335023,,,,0,TRUE,S092,PANULONGON,SABAH,116.5555210372541,5.915835688967387,Candidate for field review; conversion suitability unverified
K0168,Klinik Desa Toboh,Klinik Desa,Supplied health-facility register,data/kk_list.xlsx#Sheet1!row=1716,health-facility register; confirm property and operating status,supplied register coordinates,TOBOH,NA,within Malaysia or boundary tolerance,4.29393808899651,4,C04,1137.7667236328125,11.722197532653809,0.022725797149952494,0.4527504436001064,0.6129565969932094,,,,0,TRUE,S092,PANULONGON,SABAH,116.49250000000002,5.9399999999999995,Candidate for field review; conversion suitability unverified
K0170,Klinik Desa Tontolob Liwan,Klinik Desa,Supplied health-facility register,data/kk_list.xlsx#Sheet1!row=1723,health-facility register; confirm property and operating status,supplied register coordinates,TONTOLOBLIWAN,NA,within Malaysia or boundary tolerance,5.116064295913841,5,C05,1264.520263671875,23.438152313232422,0.8504106791284184,0.060665561258956065,2.1824855056496655,,,,0,FALSE,S092,PANULONGON,SABAH,116.48722000000001,5.912499999999999,Candidate for field review; conversion suitability unverified
K0211,Klinik Kesihatan Bundu Tuhan,Klinik Kesihatan,Supplied health-facility register,data/kk_list.xlsx#Sheet1!row=1967,health-facility register; confirm property and operating status,supplied register coordinates,BUNDUTUHAN,NA,within Malaysia or boundary tolerance,5.808642744202128,6,C06,1172.0780029296875,11.038599967956543,0.007892107087448629,0.07036692893469651,1.0041519616067038,,,,1,FALSE,S092,PANULONGON,SABAH,116.53139,5.982219999999999,Candidate for field review; conversion suitability unverified
OSM_way/438474099,BALAI RAYA TONTOLOB LIWAN,yes,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/way/438474099,ownership not recorded; verify,OSM point or point on mapped facility footprint,BALAIRAYATONTOLOBLIWAN,NA,within Malaysia or boundary tolerance,7.05852927339256,7,C07,658.96490478515625,9.559687614440918,0.03963579643635337,0.03897307839136459,0.11374335531384608,Jalan Tambunan-Ranau,,,1,FALSE,S092,PANULONGON,SABAH,116.52874739999922,5.866533450004644,Candidate for field review; conversion suitability unverified
K0049,Klinik Desa Garas,Klinik Desa,Supplied health-facility register,data/kk_list.xlsx#Sheet1!row=477,health-facility register; confirm property and operating status,supplied register coordinates,GARAS,NA,within Malaysia or boundary tolerance,7.567600762684695,8,C08,847.6234130859375,15.04229736328125,0.03651216533169604,0.3581468485479176,0.2610758256610325,,,,1,FALSE,S092,PANULONGON,SABAH,116.49675,5.87052,Candidate for field review; conversion suitability unverified
OSM_node/6098381677,SK Tiong Perungusan,school,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/node/6098381677,ownership not recorded; verify,OSM point or point on mapped facility footprint,TIONGPERUNGUSAN,NA,within Malaysia or boundary tolerance,7.719756559349631,9,C09,751.924560546875,19.326805114746094,0.021239999700972574,0.9730605591908167,0.29578421565966007,,,,1,FALSE,S092,PANULONGON,SABAH,116.4811881,5.979627799999999,Candidate for field review; conversion suitability unverified
K0134,Klinik Desa Rondugung,Klinik Desa,Supplied health-facility register,data/kk_list.xlsx#Sheet1!row=1337,health-facility register; confirm property and operating status,supplied register coordinates,RONDUGUNG,NA,within Malaysia or boundary tolerance,7.798847542618907,10,C10,958.905517578125,19.39491081237793,0.012572552588072614,0.0752228318509883,1.6320461427540116,,,,0,FALSE,S092,PANULONGON,SABAH,116.57603,5.87687,Candidate for field review; conversion suitability unverified
OSM_way/1427468531,Balai Polis Kundasang,police,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/way/1427468531,ownership not recorded; verify,OSM point or point on mapped facility footprint,BALAIPOLISKUNDASANG,NA,within Malaysia or boundary tolerance,8.09412117692658,11,C11,1267.82958984375,4.900033473968506,0.0128678585121572,0.8497329898873831,0.7904005281247025,,,,2,FALSE,S092,PANULONGON,SABAH,116.57662204999947,5.98611140000098,Candidate for field review; conversion suitability unverified
OSM_way/1427468530,Dewan Kundasang,community_centre,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/way/1427468530,ownership not recorded; verify,OSM point or point on mapped facility footprint,DEWANKUNDASANG,NA,within Malaysia or boundary tolerance,8.131774411336565,12,C12,1270.2750244140625,6.3989949226379395,0.038980602277069766,0.816157186666356,0.7656160075377711,,,,2,FALSE,S092,PANULONGON,SABAH,116.57665685414771,5.986521607642082,Candidate for field review; conversion suitability unverified
OSM_way/439433697,Klinik Ibu dan Anak Kundasang,clinic,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/way/439433697,ownership not recorded; verify,OSM point or point on mapped facility footprint,KLINIKIBUDANANAKKUNDASANG,NA,within Malaysia or boundary tolerance,8.580177307944952,13,C13,1227.23388671875,6.51419734954834,0.050025609487523444,0.4175124152685489,0.39781780673328043,,,,2,FALSE,S092,PANULONGON,SABAH,116.57862805829005,5.990124682619077,Candidate for field review; conversion suitability unverified
K0317,Klinik Kesihatan Kundasang,Klinik Kesihatan,Supplied health-facility register,data/kk_list.xlsx#Sheet1!row=2324,health-facility register; confirm property and operating status,supplied register coordinates,KUNDASANG,NA,within Malaysia or boundary tolerance,8.681981828128473,14,C14,1223.0897216796875,7.597082138061523,0.02069722354537853,0.32110485727073934,0.30612949977923387,,,,2,FALSE,S092,PANULONGON,SABAH,116.579356,5.990717,Candidate for field review; conversion suitability unverified
OSM_node/7893406273,Balai Budaya Saliliran,community_centre,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/node/7893406273,ownership not recorded; verify,OSM point or point on mapped facility footprint,BALAIBUDAYASALILIRAN,NA,within Malaysia or boundary tolerance,0.02454605865590633,1,C01,304.48834228515625,5.696484565734863,NA,NA,0.0839668598402445,NA,NA,NA,0,TRUE,S093,SALILIRAN,SABAH,116.22123300000001,4.4044526999999976,Candidate for field review; conversion suitability unverified
OSM_node/7885466293,Sekolah Saliliran,school,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/node/7885466293,public/government OSM tag,OSM point or point on mapped facility footprint,SEKOLAHSALILIRAN,NA,within Malaysia or boundary tolerance,0.16611936775430744,2,C02,309.17578125,15.22490119934082,NA,NA,0.032851160511196346,NA,NA,NA,0,TRUE,S093,SALILIRAN,SABAH,116.22100470000001,4.405775599999999,Candidate for field review; conversion suitability unverified
OSM_node/7893406273,Balai Budaya Saliliran,community_centre,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/node/7893406273,ownership not recorded; verify,OSM point or point on mapped facility footprint,BALAIBUDAYASALILIRAN,NA,within Malaysia or boundary tolerance,9.820796885480416,1,C01,306.79534912109375,6.464132785797119,NA,NA,0.0839668598402445,NA,NA,NA,2,FALSE,S094,KABU,SABAH,116.22123300000001,4.4044526999999976,Candidate for field review; conversion suitability unverified
OSM_node/7885466293,Sekolah Saliliran,school,OpenStreetMap / Geofabrik,https://www.openstreetmap.org/node/7885466293,public/government OSM tag,OSM point or point on mapped facility footprint,SEKOLAHSALILIRAN,NA,within Malaysia or boundary tolerance,9.874640924310894,2,C02,303.9071044921875,11.660354614257813,NA,NA,0.032851160511196346,NA,NA,NA,2,FALSE,S094,KABU,SABAH,116.22100470000001,4.405775599999999,Candidate for field review; conversion suitability unverified
