NEGERI,DAERAH,PARLIMEN,DUN,LOKASI PERKHIDMATAN KLINIK BERGERAK,ORI_LATITUDE,ORI_LONGITUDE,LATITUDE,LONGITUDE,SASARAN JUMLAH LAWATAN DALAM SETAHUN,PERKHIDMATAN - JPL (YA/TIDAK),PERKHIDMATAN - MCH (YA/TIDAK),PASUKAN YANG MENJALANKAN PERKHIDMATAN KLINIK BERGERAK,MOD PERKHIDMATAN KLINIK BERGERAK (DARAT/ AIR/ UDARA),JARAK LOKASI KLINIK BERGERAK DENGAN LOKASI PASUKAN KLINIK BERGERAK - KM,JARAK LOKASI KLINIK BERGERAK DENGAN LOKASI PASUKAN KLINIK BERGERAK - JAM,JARAK LOKASI KLINIK BERGERAK DENGAN LOKASI PASUKAN KLINIK BERGERAK - MINIT,JARAK LOKASI KLINIK BERGERAK DENGAN KLINIK KESIHATAN BERDEKATAN - NAMA FASILITI,JARAK LOKASI KLINIK BERGERAK DENGAN KLINIK KESIHATAN BERDEKATAN - JARAK (KM),JARAK LOKASI KLINIK BERGERAK DENGAN KLINIK KESIHATAN BERDEKATAN - JARAK (JAM),JARAK LOKASI KLINIK BERGERAK DENGAN KLINIK KESIHATAN BERDEKATAN - JARAK (MINIT),KENDERAAN DARAT - 4WD,KENDERAAN DARAT - VAN,KENDERAAN DARAT - BUS,KENDERAAN AIR - BOT,KENDERAAN AIR - PERAHU PANJANG,KENDERAAN AIR - ENJIN BOT,KK RUJUKAN DIPADANKAN,JARAK GARIS LURUS FDS-KK (KM),NADI TERDEKAT,STATUS NADI,JARAK GARIS LURUS FDS-NADI (KM)
SARAWAK,KAPIT,P 215 KAPIT,N 63 BUKIT GORAM,"RH. MANILA, SG. SEMUNJAN",2.061833,112.825158,2.061833,112.825158,12,Ya,Ya,FDS (P) PKB KAPIT,Udara,0,0,15,KK KAPIT,0,0,15,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Kapit,12.81,Pekan Kapit,OPEN,13.52
SARAWAK,KAPIT,P 215 KAPIT,N 63 BUKIT GORAM,"RH. LIUN, IBAU",2.070742,112.715335,2.070742,112.715335,12,Ya,Ya,FDS (P) PKB KAPIT,Udara,0,0,20,KK KAPIT,0,0,20,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Kapit,24.63,Song,OPEN,19.34
SARAWAK,KAPIT,P 215 KAPIT,N 63 BUKIT GORAM,"RH. MESSOP, IBAU",2.052336,112.68931,2.052336,112.68931,12,Ya,Ya,FDS (P) PKB KAPIT,Udara,0,0,20,KK KAPIT,0,0,20,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Kapit,27.01,Song,OPEN,15.94
SARAWAK,KAPIT,P 215 KAPIT,N 61 PELAGUS,"RH. BERANGAN, SG IRAN PELAGUS",2.255626,112.971941,2.255626,112.971941,12,Ya,Ya,FDS (P) PKB KAPIT,Udara,0,0,15,KK KAPIT,0,0,15,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Kapit,27.55,Pekan Kapit,OPEN,26.95
SARAWAK,KAPIT,P 215 KAPIT,N 62 KATIBAS,"RH. SARI, SG IRAN SONG",2.084565,112.437233,2.084565,112.437233,12,Ya,Ya,FDS (P) PKB KAPIT,Udara,0,0,30,KK KAPIT,0,0,30,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Kapit,55.24,Kg Nanga Tada,"OPEN AT TEMPORARY LOCATION, 500m distance from NADI (2.0866, 112.3608)",8.50
SARAWAK,KAPIT,P 216 HULU REJANG,N. 64 BALEH,RH. AJAN LONG SINGUT,1.57292368,114.4209056,1.57292368,114.4209056,12,Ya,Ya,FDS (P) PKB KAPIT,Udara,0,1,0,KK KAPIT,0,1,0,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Kapit,172.84,Pekan Tunoh,OPEN,98.50
SARAWAK,KAPIT,P 215 KAPIT,N 62 KATIBAS,"RH. ACHAU, SG JANAN TEKALIT",1.909314,112.784375,1.909314,112.784375,12,Ya,Ya,FDS (P) PKB KAPIT,Udara,0,0,20,KK KAPIT,0,0,20,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Kapit,19.69,Sungai Pelajau,OPEN,16.49
SARAWAK,KAPIT,P 215 KAPIT,N 62 KATIBAS,"RH. LAYANG, SG AYAT BANGKIT",1.957821,113.301567,1.957821,113.301567,12,Ya,Ya,FDS (P) PKB KAPIT,Udara,0,0,30,KK KAPIT,0,0,30,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Kapit,41.84,Sungai Melekun,OPEN,31.60
SARAWAK,KAPIT,P 215 KAPIT,N 62 KATIBAS,"RH. AI ANAK JALIN, SG. ENTAWAU, BENA, BALLEH",1.891256,113.188507,1.891256,113.188507,12,Ya,Ya,FDS (P) PKB KAPIT,Udara,0,0,20,KK KAPIT,0,0,20,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Kapit,31.80,Sungai Melekun,OPEN,22.86
SARAWAK,BINTULU,P 214 SELANGAU,N 60 KAKUS,LONG BIYAK,2.65922,113.49887,2.65922,113.49887,12,Ya,Ya,FDS (P) PKD BINTULU,Udara,190,6,30,KK BELAGA,60,3,0,ASET,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Belaga,31.99,Pekan Belaga,OPEN,31.94
SARAWAK,BINTULU,P 216 HULU REJANG,N 66 MURUM,"RH. DRICK, JELALONG, TUBAU",3.204794,113.854429,3.204794,113.854429,12,Ya,Ya,FDS (P) PKD BINTULU,Udara,130,5,15,KK TUBAU,90,2,0,ASET,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Tubau,17.67,Sungai Asap,OPEN,18.62
SARAWAK,BINTULU,P 216 HULU REJANG,N 66 MURUM,"RH. AMIT, TUBAU /FELIX",3.328191,113.90983,3.328191,113.90983,12,Ya,Ya,FDS (P) PKD BINTULU,Udara,135,6,0,KK TUBAU,120,4,0,ASET,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Tubau,29.71,Sungai Asap,OPEN,30.49
SARAWAK,BINTULU,P 214 SELANGAU,N 60 KAKUS,"RH. ROBERT, KAKUS",2.639007,113.337046,2.639007,113.337046,12,Ya,Ya,FDS (P) PKD BINTULU,Udara,145,4,30,KK TATAU,100,3,0,ASET,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Tatau,60.01,Pekan Belaga,OPEN,50.05
SARAWAK,BINTULU,P 217 BINTULU,N 69 KEMENA,"RH RENANG, SIGU",2.97397,113.59586,2.97397,113.59586,12,Ya,Ya,FDS (P) PKD BINTULU,Udara,135,3,30,KK SEBAUH,102,3,0,ASET,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Sebauh,39.43,Pekan Belaga,OPEN,36.37
SARAWAK,BINTULU,P 217 BINTULU,N 69 KEMENA,"RH JALING, SIGU",2.98425,113.59731,2.98425,113.59731,12,Ya,Ya,FDS (P) PKD BINTULU,Udara,125,3,30,KK SEBAUH,96,2,0,ASET,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Sebauh,39.15,Pekan Belaga,OPEN,37.22
SARAWAK,BINTULU,P 216 HULU REJANG,N 65 BELAGA,LONG UNAI,1.99581172,114.7146545,1.99581172,114.7146545,12,Ya,Ya,KB (P) PKD BINTULU,Udara,400,10,0,KK BELAGA,400,10,0,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Belaga,130.24,Pekan Tunoh,OPEN,115.93
SARAWAK,BINTULU,P 216 HULU REJANG,N 65 BELAGA,SANG ANAU,2.1531869,114.0202895,2.1531869,114.0202895,12,Ya,Ya,KB (P) PKD BINTULU,Udara,250,6,0,KK BELAGA,250,6,0,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Belaga,66.95,Pekan Tunoh,OPEN,40.35
SARAWAK,BINTULU,P 216 HULU REJANG,N 65 BELAGA,BATU KELING,2.2233485,113.9234332,2.2233485,113.9234332,12,Ya,Ya,KB (P) PKD BINTULU,Udara,300,8,0,KK BELAGA,300,8,0,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Belaga,55.96,Pekan Tunoh,OPEN,34.01
SARAWAK,BINTULU,P 216 HULU REJANG,N 65 BELAGA,LONG JAWE,2.25843251,112.8999907,2.25843251,112.8999907,12,Ya,Ya,KB (P) PKD BINTULU,Udara,350,9,0,KK BELAGA,350,9,0,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Belaga,110.03,Pekan Kapit,OPEN,27.32
SARAWAK,BINTULU,P 216 HULU REJANG,N 65 BELAGA,LONG KEBUHO,2.3517868,111.6217804,2.3517868,111.6217804,12,Ya,Ya,KB (P) PKD BINTULU,Udara,200,7,0,KK BELAGA,200,7,0,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Belaga,243.30,Bawang Assan,OPEN,7.57
SARAWAK,BINTULU,P 216 HULU REJANG,N 66 MURUM,LONG TANYIT,2.373173,114.5547487,2.373173,114.5547487,12,Ya,Ya,KB (P) PKD BINTULU,Udara,250,8,0,KK SUNGAI ASAP,240,8,0,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Sungai Asap,102.99,Pekan Belaga,OPEN,93.38
SARAWAK,BINTULU,P 216 HULU REJANG,N 66 MURUM,PUNAN BUSANG,2.4426794,113.6160225,2.4426794,113.6160225,12,Ya,Ya,KB (P) PKD BINTULU,Udara,300,9,0,KK SUNGAI ASAP,290,9,0,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Sungai Asap,74.75,Pekan Belaga,OPEN,34.59
SARAWAK,BINTULU,P 216 HULU REJANG,N 66 MURUM,LUSONG LAKU,2.4686599,114.244719,2.4686599,114.244719,12,Ya,Ya,KB (P) PKD BINTULU,Udara,200,7,0,KK SUNGAI ASAP,190,7,,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Sungai Asap,73.71,Pekan Belaga,OPEN,57.68
SARAWAK,BINTULU,P 216 HULU REJANG,N 66 MURUM,LONG KAJANG,2.3748521,114.513815,2.3748521,114.513815,12,Ya,Ya,KB (P) PKD BINTULU,Udara,300,8,0,KK SUNGAI ASAP,290,7,0,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Sungai Asap,99.78,Pekan Belaga,OPEN,89.14
SARAWAK,BINTULU,P 216 HULU REJANG,N 66 MURUM,LONG ABIT,2.4019683,114.4413757,2.4019683,114.4413757,12,Ya,Ya,KB (P) PKD BINTULU,Udara,350,8,30,KK SUNGAI ASAP,340,8,0,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Sungai Asap,92.26,Pekan Belaga,OPEN,80.57
SARAWAK,MIRI,P 220 BARAM,N. 78 MULU,PA' TIK,3.72453,115.28142,3.72453,115.28142,6,Ya,Ya,FDS PKB MIRI,Udara,460KM 4WD dan 2 hari jalan kaki,1 JAM (HELI),0,KK BARIO,TIADA MAKLUMAT DIPEROLEHI,2 HARI JALAN KAKI,0,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Bario,20.69,Bario,OPEN,20.43
SARAWAK,MIRI,P 220 BARAM,N. 78 MULU,LONG SABAI,3.47322,115.24191,3.47322,115.24191,6,Ya,Ya,FDS PKB MIRI,Udara,350KM,1 JAM (HELI),0,KK LONG LELLANG,TIADA MAKLUMAT DIPEROLEHI,6 JAM JALAN KAKI,0,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Long Lellang,11.37,Long Banga (Long Beruang),UNDER RELOCATION,34.38
SARAWAK,MIRI,P 220 BARAM,N. 78 MULU,LONG KELIAN,3.40666,115.07121,3.40666,115.07121,6,Ya,Ya,FDS PKB MIRI,Udara,370KM,1 JAM (HELI),0,KK LONG LELLANG,TIADA MAKLUMAT DIPEROLEHI,3 JAM JALAN KAKI,0,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Long Lellang,9.31,Long Banga (Long Beruang),UNDER RELOCATION,42.31
SARAWAK,MIRI,P 220 BARAM,N 77 TELANG USAN,TANJONG DURIAN,3.58402,114.811,3.58402,114.811,6,Ya,Ya,FDS PKB MIRI,Udara,225KM,50 MIN (HELI),0,KK LONG BEDIAN,58KM,3 JAM (4X4),0,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Long Bedian,25.03,Long Bedian,OPEN,24.92
SARAWAK,MIRI,P 220 BARAM,N 77 TELANG USAN,LONG SAIT,3.30537,115.19279,3.30537,115.19279,6,Ya,Ya,FDS PKB MIRI,Udara,300KM,55 MIN (HELI),0,KK LIO MATO,TIADA MAKLUMAT DIPEROLEHI,3 JAM (PERAHU DAN 4X4),0,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Lio Mato,15.43,Long Banga (Long Beruang),UNDER RELOCATION,24.99
SARAWAK,MIRI,P 220 BARAM,N. 78 MULU,RAMUDU,3.54188,115.55391,3.54188,115.55391,6,Ya,Ya,FDS PKB MIRI,Udara,400KM,1 JAM (HELI),0,KK PA DALIH,45KM,1 JAM (4X4),0,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Pa' Dallih,2.83,Bario,OPEN,24.12
SARAWAK,MIRI,P 220 BARAM,N 77 TELANG USAN,BA' AJENG,3.17698,115.0128,3.17698,115.0128,6,Ya,Ya,FDS PKB MIRI,Udara,270KM DAN PERAHU 1 JAM,1 JAM (HELI),0,KK LONG MOH,TIADA MAKLUMAT DIPEROLEHI,1 JAM (PERAHU),0,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Long Moh,15.11,Long Banga (Long Beruang),UNDER RELOCATION,42.37
SARAWAK,MIRI,P 220 BARAM,N 77 TELANG USAN,BA' LAMAM,3.20223,115.01969,3.20223,115.01969,6,Ya,Ya,FDS PKB MIRI,Udara,270KM DAN PERAHU 30MIN,1 JAM (HELI),0,KK LONG MOH,TIADA MAKLUMAT DIPEROLEHI,2 JAM (PERAHU),0,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Long Moh,17.35,Long Banga (Long Beruang),UNDER RELOCATION,41.50
SARAWAK,MIRI,P 220 BARAM,N. 78 MULU,LONG LAMAI,3.172,115.38608,3.172,115.38608,6,Ya,Ya,FDS PKB MIRI,Udara,380KM DAN PERAHU 1 JAM,1 JAM (HELI),0,KK LONG BANGA,TIADA MAKLUMAT DIPEROLEHI,1 JAM (PERAHU),0,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Long Banga,3.77,Long Banga (Long Beruang),UNDER RELOCATION,3.61
SARAWAK,MIRI,P 220 BARAM,N 77 TELANG USAN,LONG KERONG,3.28565,115.2129,3.28565,115.2129,6,Ya,Ya,FDS PKB MIRI,Udara,270KM DAN PERAHU 2 JAM,1 JAM (HELI),0,KK LIO MATO,TIADA MAKLUMAT DIPEROLEHI,2 JAM PERAHU,0,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Lio Mato,12.93,Long Banga (Long Beruang),UNDER RELOCATION,22.03
SARAWAK,MIRI,P 220 BARAM,N 77 TELANG USAN,BA' PURAU,2.77181,114.94236,2.77181,114.94236,6,Ya,Ya,FDS PKB MIRI,Udara,390KM DAN JALAN KAKI 8JAM,1 JAM (HELI),0,KK LONG JEKITAN,TIADA MAKLUMAT DIPEROLEHI,8JAM(JALAN KAKI),0,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Long Jekitan,55.41,Long Banga (Long Beruang),UNDER RELOCATION,69.39
SARAWAK,MIRI,P 220 BARAM,N 77 TELANG USAN,LONG PALAI,3.04275,114.85093,3.04275,114.85093,6,Ya,Ya,FDS PKB MIRI,Udara,250KM DAN PERAHU 5 MIN,1 JAM (HELI),0,KK LONG JEEH,TIADA MAKLUMAT DIPEROLEHI,1 JAM (PERAHU),0,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Long Jeeh,13.60,Long Banga (Long Beruang),UNDER RELOCATION,62.84
SARAWAK,MIRI,P 220 BARAM,N 77 TELANG USAN,LONG TEBANGAN,3.36562,114.90118,3.36562,114.90118,6,Ya,Ya,FDS PKB MIRI,Udara,310KM,1 JAM (HELI),0,KK LONG LAMA,310KM,7 JAM (4X4),0,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Long Lama,70.55,Long Bedian,OPEN,51.18
SARAWAK,MIRI,P 220 BARAM,N 77 TELANG USAN,BA' ABANG,3.38636,114.85163,3.38636,114.85163,6,Ya,Ya,FDS PKB MIRI,Udara,280KM,1 JAM (HELI),0,KK LONG LAMA,150KM,6 JAM (4X4),0,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Long Lama,64.84,Long Bedian,OPEN,47.20
SARAWAK,MIRI,P 220 BARAM,N 77 TELANG USAN,BA' ITAM,3.46559,114.76565,3.46559,114.76565,6,Ya,Ya,FDS PKB MIRI,Udara,240KM,45 MIN (HELI),0,KK LONG BEDIAN,160KM,3 JAM (4X4),0,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Long Bedian,36.81,Long Bedian,OPEN,36.65
SARAWAK,MIRI,P 220 BARAM,N 77 TELANG USAN,LONG LIAU,3.13207,114.44014,3.13207,114.44014,6,Ya,Ya,FDS PKB MIRI,Udara,250KM DAN PERAHU 1 JAM,1 JAM (HELI),0,KK LONG SAN,80KM,2 JAM (4X4),0,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Long San,42.11,Sungai Asap,OPEN,57.46
SARAWAK,MIRI,P 220 BARAM,N 77 TELANG USAN,LONG BUKEN,3.19891,114.42315,3.19891,114.42315,6,Ya,Ya,FDS PKB MIRI,Udara,250KM DAN PERAHU 1JAM,1 JAM (HELI),0,KK LONG LOYANG,TIADA MAKLUMAT DIPEROLEHI,6JAM (PERAHU),0,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Long Loyang,43.90,Sungai Asap,OPEN,57.22
SARAWAK,MIRI,P 220 BARAM,N. 78 MULU,LONG BALAU,4.03713,115.10135,4.03713,115.10135,6,Ya,Ya,FDS PKB MIRI,Udara,240KM,1 JAM (HELI),0,KK LONG SERIDAN,40KM,2JAM (4X4),0,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Long Seridan,7.88,Long Bedian,OPEN,49.25
SARAWAK,MIRI,P 220 BARAM,N. 78 MULU,PA LUNGAN,3.81003,115.52229,3.81003,115.52229,6,Ya,Ya,FDS PKB MIRI,Udara,490KM,1 JAM (HELI),0,KK BARIO,40KM,1 JAM (4X4),0,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Bario,9.85,Bario,OPEN,10.08
SARAWAK,MIRI,P 220 BARAM,N. 78 MULU,LONG LUBANG,3.69563,115.27865,3.69563,115.27865,6,Ya,Ya,FDS PKB MIRI,Udara,450KM DAN JALAN KAKI 2 HARI,1 JAM (HELI),0,KK BARIO,TIADA MAKLUMAT DIPEROLEHI,2 HARI JALAN KAKI,0,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Bario,21.51,Bario,OPEN,21.24
SARAWAK,MIRI,P 220 BARAM,TELANG USAN,BA' PAKAN,3.5524,114.88093,3.5524,114.88093,6,Ya,Ya,FDS PKB MIRI,Udara,215KM,40 MIN (HELI),0,KK LONG BEDIAN,45KM,3 JAM (4X4),0,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Long Bedian,31.62,Long Bedian,OPEN,31.55
SARAWAK,MIRI,P 220 BARAM,TELANG USAN,LONG KAWI,3.46042,114.7445,3.46042,114.7445,6,Ya,Ya,FDS PKB MIRI,Udara,220KM,45 MIN (HELI),0,KK LONG BEDIAN,45KM,3 JAM (4X4),0,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Long Bedian,37.22,Long Bedian,OPEN,37.05
SARAWAK,MIRI,P 220 BARAM,N. 78 MULU,MANDAMOT,3.77819,115.29253,3.77819,115.29253,6,Ya,Ya,FDS PKB MIRI,Udara,450KM DAN 2 HARI JALAN KAKI,1 JAM (HELI),0,KK BARIO,TIADA MAKLUMAT DIPEROLEHI,2 HARI JALAN KAKI,0,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Bario,19.83,Bario,OPEN,19.59
SARAWAK,MIRI,P 220 BARAM,N. 78 MULU,LONG SERIDAN,3.9776,115.06846,3.9776,115.06846,6,Ya,Ya,FDS PKB MIRI,Udara,250KM,1 JAM (HELI),0,KK LONG SERIDAN,0 KM,0 JAM,0,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Long Seridan,0.42,Long Bedian,OPEN,42.70
SARAWAK,MIRI,P 220 BARAM,N. 78 MULU,BA LAI,3.32322,115.33517,3.32322,115.33517,6,Ya,Ya,FDS PKB MIRI,Udara,385KM DAN JALAN KAKI 8JAM,1 JAM (HELI),0,KK LONG BANGA,TIADA MAKLUMAT DIPEROLEHI,7JAM JALAN KAKI,0,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Long Banga,14.50,Long Banga (Long Beruang),UNDER RELOCATION,14.80
SARAWAK,MIRI,P 220 BARAM,N. 78 MULU,LONG BANGA,3.20344,115.40151,3.20344,115.40151,12,Ya,Ya,FDS PKB MIRI,Udara,385KM,1 JAM 10 MIN (HELI),0,KK LONG BANGA,0KM,0 JAM,0,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Long Banga,1.15,Long Banga (Long Beruang),UNDER RELOCATION,0.89
SARAWAK,MIRI,P 220 BARAM,N 77 TELANG USAN,APAU NYARING,3.06238,114.51657,3.06238,114.51657,6,Ya,Ya,FDS PKB MIRI,Udara,225KM,1 JAM (HELI),0,KK LONG SAN,120KM,2 JAM (4X4),0,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Long San,39.28,Sungai Asap,OPEN,65.30
SARAWAK,MIRI,P 220 BARAM,N. 78 MULU,LONG DANO,3.59398,115.52839,3.59398,115.52839,6,Ya,Ya,FDS PKB MIRI,Udara,375KM,1 JAM (HELI),0,KK BARIO,38KM,1 JAM (4X4),0,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Bario,17.65,Bario,OPEN,17.68
SARAWAK,TELANG USAN,P 220 BARAM,N 77 TELANG USAN,DATA BILA (PENAN),3.323525,115.084994,3.323525,115.084994,6,Ya,Ya,FDS PKB MIRI,Udara,250KM,2 JAM (HELI),,KK LIO MATO,,2 JAM (4x4),,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Lio Mato,22.86,Long Banga (Long Beruang),UNDER RELOCATION,36.75
SARAWAK,LIMBANG,P 222 LAWAS,N 81 BA KELALAN,PA' BERUNUT,4.201865,115.455342,4.201865,115.455342,12,Ya,Ya,FDS (P) PKD LIMBANG,Udara,100,0,30,KK LONG SEMADOH,100,2,0,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,Klinik Kesihatan Long Semadoh,15.01,Ba’kelalan,OPEN,30.42
SARAWAK,LIMBANG,P 221 LIMBANG,N 80 BATU DANAU,SG. ADANG,4.075249,115. 317910,4.075249,115. 317910,12,Ya,Ya,FDS (P) PKD LIMBANG,Udara,200,0,30,PKB LIMBANG,200,6,0,TIADA,TIADA,TIADA,TIADA,TIADA,TIADA,PKB LIMBANG,,Ba’kelalan,OPEN,35.31
SABAH,KOTA MARUDU,,,SONSONGAN MAKATOL,6.4209,116.7727,6.4209,116.7727,,,,,,,,,,,,,,,,,,,Tidak dinyatakan,,Kampung Ranau,OPEN,9.86
SABAH,NABAWAN ,,,PANGARAAN,4.734,116.22106,4.734,116.22106,,,,,,,,,,,,,,,,,,,Tidak dinyatakan,,Kampung Lotong,OPEN,25.42
SABAH,PENAMPANG,,,BUAYAN,5.9,116.3,5.9,116.3,,,,,,,,,,,,,,,,,,,Tidak dinyatakan,,Pekan Babagon,OPEN,12.64
SABAH,PENAMPANG,,,KALANGGAAN,5.95,116.28,5.95,116.28,,,,,,,,,,,,,,,,,,,Tidak dinyatakan,,Pekan Babagon,OPEN,11.62
SABAH,PENAMPANG,,,LONGKOGUNGON,5.7875788,116.2886155,5.7875788,116.2886155,,,,,,,,,,,,,,,,,,,Tidak dinyatakan,,Kg. Toboh,OPEN,14.67
SABAH,PENSIANGAN,,,KARAMPALON,4.52575,116.24919,4.52575,116.24919,,,,,,,,,,,,,,,,,,,Tidak dinyatakan,,Kampung Lotong,OPEN,30.54
SABAH,RANAU,,,PANULONGON,5.93,116.53,5.93,116.53,,,,,,,,,,,,,,,,,,,Tidak dinyatakan,,Kampung Mesilou,OPEN,11.86
SABAH,PENSIANGAN,,,SALILIRAN,4.4043414,116.2214242,4.4043414,116.2214242,,,,,,,,,,,,,,,,,,,Tidak dinyatakan,,Kampung Lotong,OPEN,42.75
SABAH,PENSIANGAN,,,KABU,4.359619,116.144915,4.359619,116.144915,,,,,,,,,,,,,,,,,,,Tidak dinyatakan,,Kampung Lotong,OPEN,51.92
SABAH,NABAWAN ,,,POHON BATU,4.7903,116.18864,4.7903,116.18864,,,,,,,,,,,,,,,,,,,Tidak dinyatakan,,Kampung Lotong,OPEN,30.13
SABAH,NABAWAN ,,,BINANON,4.82797,116.22329,4.82797,116.22329,,,,,,,,,,,,,,,,,,,Tidak dinyatakan,,Kampung Lotong,OPEN,28.08
SABAH,NABAWAN ,,,NANGKAWANGAN,4.8503231,116.2437013,4.8503231,116.2437013,,,,,,,,,,,,,,,,,,,Tidak dinyatakan,,Kampung Lotong,OPEN,27.37
SABAH,NABAWAN ,,,BANTUL,4.34677,116.43053,4.34677,116.43053,,,,,,,,,,,,,,,,,,,Tidak dinyatakan,,Kampung Lotong,OPEN,40.92
SABAH,KOTA MARUDU,,,SONSOGON MUGIS,6.2732,116.793,6.2732,116.793,,,,,,,,,,,,,,,,,,,Tidak dinyatakan,,Kampung Desa Aman,UNDER RELOCATION,19.32
